7.739999991206066170e+02,7.920000003631428172e+02,1.800000075145543832e+01,4.970000001037493398e+00,2.300000198646259819e-02,nan
7.769999954645513753e+02,8.049999980767813668e+02,2.799999976431449511e+01,4.299999980155600809e+00,9.000003653053312291e-03,nan
8.120000019059312990e+02,8.400000014448976344e+02,2.799999976431449511e+01,4.899999999201873457e+00,3.999999894081590623e-03,nan
7.820000016449653231e+02,8.130000032378619608e+02,3.099999900205371972e+01,4.890000000043773554e+00,3.199999656090019018e-02,nan
8.430000009482121186e+02,8.490000008472427453e+02,5.999999139313587193e+00,4.590000002114014599e+00,1.000000440484763442e-02,nan
7.759999966832365317e+02,7.989999984752179216e+02,2.299999792729248327e+01,4.619999999588315198e+00,2.300000198646259819e-02,nan
7.990000054749978062e+02,8.329999990635756149e+02,3.399999823979294433e+01,4.550000005481614096e+00,5.000000645875940508e-03,nan
5.019999992092834873e+02,6.669999987023276162e+02,1.649999960289720775e+02,4.679427900001661200e+00,9.100000104756231778e-01,nan
4.870000052157201935e+02,6.559999980097122716e+02,1.690000012275376662e+02,4.709269964758677318e+00,8.099999840630349723e-01,nan
4.880000039970351509e+02,7.280000001660001772e+02,2.400000002783774562e+02,4.673020904941912690e+00,6.000000541943026344e-02,nan
4.819999990353062458e+02,7.090000001825188747e+02,2.270000020277791748e+02,4.705007960946971046e+00,1.100000003381571279e-01,nan
6.449999998395290959e+02,6.660000001918159569e+02,2.099999998919465583e+01,4.999999998511793109e+00,7.499999877222205402e-01,nan
6.520000005141130259e+02,6.710000012828678564e+02,1.900000205109682838e+01,5.041392684397052015e+00,5.599999911818334120e-01,nan
6.670000000213151452e+02,6.900000007326933655e+02,2.299999792729248327e+01,4.991226076313974858e+00,3.599999993152144806e-01,nan
6.439999995239842292e+02,6.729999983038910614e+02,2.900000106395589228e+01,4.897627091813241407e+00,3.500000039889825665e-01,nan
6.439999995239842292e+02,6.729999983038910614e+02,2.900000106395589228e+01,4.889301703865464255e+00,2.899999954564564941e-01,nan
6.479999992519336729e+02,6.740000010836496358e+02,2.600000182621666767e+01,4.897627091813241407e+00,3.099999983006318516e-01,nan
6.520000005141130259e+02,6.789999979054545065e+02,2.699999846467310505e+01,4.897627091813241407e+00,3.399999964710391231e-01,nan
6.520000005141130259e+02,6.830000004859948604e+02,3.099999900205371972e+01,4.892094602608722198e+00,3.599999993152144806e-01,nan
6.499999998830234063e+02,6.800000006852130809e+02,2.999999770241232255e+01,4.880813592237149834e+00,3.300000011448072090e-01,nan
6.540000003780878615e+02,6.789999979054545065e+02,2.500000052657527760e+01,4.897627091813241407e+00,3.399999964710391231e-01,nan
6.560000002420625833e+02,6.839999989965064060e+02,2.799999976431449511e+01,4.892094602608722198e+00,3.099999983006318516e-01,nan
6.580000001060373052e+02,6.879999994424232455e+02,2.999999770241232255e+01,4.886490725249989175e+00,3.200000058185752394e-01,nan
6.399999997960347855e+02,6.650000016813044112e+02,2.500000052657527760e+01,4.799340545392744239e+00,3.200000058185752394e-01,nan
6.379999991649450521e+02,6.689999999925977363e+02,3.099999900205371972e+01,4.863322860200502085e+00,2.699999987081369013e-01,nan
6.420000004271244052e+02,6.699999985031092820e+02,2.799999976431449511e+01,4.886490725249989175e+00,3.000000029743999375e-01,nan
6.460000001550738489e+02,6.740000010836496358e+02,2.799999976431449511e+01,4.892094602608722198e+00,3.300000011448072090e-01,nan
6.439999995239842292e+02,6.779999993949429609e+02,3.399999823979294433e+01,4.863322860200502085e+00,3.399999964710391231e-01,nan
6.439999995239842292e+02,6.749999995941611814e+02,3.099999900205371972e+01,4.851258348605709259e+00,2.899999954564564941e-01,nan
6.499999998830234063e+02,6.740000010836496358e+02,2.399999922693388044e+01,4.851258348605709259e+00,3.099999983006318516e-01,nan
6.479999992519336729e+02,6.789999979054545065e+02,3.099999900205371972e+01,4.806179973433409636e+00,2.800000001302245800e-01,nan
6.499999998830234063e+02,6.820000019754832010e+02,3.200000030169511689e+01,4.732393759998867466e+00,2.500000019598173084e-01,nan
6.800000001439892685e+02,7.060000003817370953e+02,2.600000182621666767e+01,4.924279287055639998e+00,3.800000021593897825e-01,nan
6.839999998719387122e+02,7.209999999860086746e+02,3.699999980812464884e+01,4.924279287055639998e+00,3.200000058185752394e-01,nan
6.860000005030284456e+02,7.180000001185198926e+02,3.200000030169511689e+01,4.929418925002272189e+00,3.500000039889825665e-01,nan
6.900000002309778893e+02,7.220000000015966179e+02,3.200000030169511689e+01,4.929418925002272189e+00,3.599999993152144806e-01,nan
6.940000014931573560e+02,7.220000000015966179e+02,2.799999976431449511e+01,4.929418925002272189e+00,3.699999946414463947e-01,nan
6.919999993278377133e+02,7.230000000088460865e+02,3.099999900205371972e+01,4.934498451286543741e+00,3.399999964710391231e-01,nan
6.879999995998882696e+02,7.230000000088460865e+02,3.499999953943434150e+01,4.903089985972601816e+00,3.399999964710391231e-01,nan
6.979999996868768903e+02,7.329999996560844693e+02,3.499999953943434150e+01,4.921686474550273083e+00,3.000000029743999375e-01,nan
7.039999985116861581e+02,7.400000009700947885e+02,3.600000083907573156e+01,4.913813852435326091e+00,3.000000029743999375e-01,nan
6.279999990779564314e+02,7.250000000983905011e+02,9.700000087705646479e+01,4.721563319481203891e+00,nan,nan
6.149999995785631199e+02,7.060000003817370953e+02,9.100000007098554988e+01,4.828208615725476882e+00,1.043999997856222689e-01,nan
6.320000003401357844e+02,7.699999989779121279e+02,1.379999982281341318e+02,4.602059989876293500e+00,nan,nan
6.359999985338553188e+02,7.349999998790428890e+02,9.900000114574677923e+01,4.823930454609987706e+00,nan,nan
6.249999996655517407e+02,7.119999999833005404e+02,8.699999953360492100e+01,4.707570174664644114e+00,1.135999993871033148e-01,nan
6.179999989909678106e+02,7.549999999740034582e+02,1.370000015896776802e+02,4.467312048997808205e+00,nan,nan
6.560000002420625833e+02,6.699999985031092820e+02,1.400000021407481654e+01,5.485721413561753579e+00,nan,nan
6.839999998719387122e+02,7.060000003817370953e+02,2.200000128883605299e+01,5.146128045122186023e+00,nan,nan
6.719999999209753696e+02,6.879999994424232455e+02,1.599999815217264398e+01,5.357934847597443984e+00,1.200000017602448066e-01,nan
6.680000000012471446e+02,6.839999989965064060e+02,1.599999815217264398e+01,5.235528443518392194e+00,1.399999985085643994e-01,nan
6.659999999934383368e+02,6.860000002867765261e+02,1.999999868955326576e+01,5.401400522127523196e+00,1.600000013527397569e-01,nan
6.659999999934383368e+02,6.820000019754832010e+02,1.599999815217264398e+01,5.344392267804217944e+00,1.600000013527397569e-01,nan
6.800000001439892685e+02,6.960000003342568107e+02,1.599999815217264398e+01,5.392696956273320907e+00,nan,nan
6.759999996489248133e+02,6.919999998883399712e+02,1.599999815217264398e+01,5.232996109799007201e+00,nan,nan
6.739999997849500915e+02,6.939999990439866906e+02,1.999999868955326576e+01,5.387389817208503295e+00,nan,nan
6.739999997849500915e+02,6.919999998883399712e+02,1.800000075145543832e+01,5.350248005492547421e+00,nan,nan
6.739999997849500915e+02,nan,nan,nan,nan,nan
6.739999997849500915e+02,nan,nan,nan,nan,nan
6.499999998830234063e+02,nan,nan,nan,nan,nan
6.759999996489248133e+02,nan,nan,nan,nan,nan
7.389999988161463307e+02,7.589999982852967833e+02,1.999999868955326576e+01,4.627979984107871481e+00,2.200000123466824831e-02,nan
7.000000003179666237e+02,7.119999999833005404e+02,1.200000227597698910e+01,nan,nan,nan
6.689999999332345624e+02,6.820000019754832010e+02,1.299999891443341937e+01,nan,nan,nan
6.659999999934383368e+02,6.839999989965064060e+02,1.800000075145543832e+01,nan,nan,nan
6.640000000815189196e+02,6.860000002867765261e+02,2.200000128883605299e+01,nan,nan,nan
6.680000000012471446e+02,6.879999994424232455e+02,1.999999868955326576e+01,nan,nan,nan
6.680000000012471446e+02,6.870000009319115861e+02,1.900000205109682838e+01,nan,nan,nan
6.659999999934383368e+02,6.850000017762649804e+02,1.900000205109682838e+01,nan,nan,nan
6.379999991649450521e+02,6.500000026773956279e+02,1.200000227597698910e+01,5.488550692323619806e+00,nan,nan
6.860000005030284456e+02,7.069999999595604550e+02,2.099999998919465583e+01,5.086359824976654842e+00,nan,nan
6.700000000570006478e+02,6.919999998883399712e+02,2.200000128883605299e+01,5.049218028718534867e+00,nan,nan
6.410000001115795385e+02,6.519999996984188328e+02,1.100000097633559193e+01,nan,nan,nan
6.420000004271244052e+02,6.630000003910342912e+02,2.099999998919465583e+01,nan,nan,nan
6.520000005141130259e+02,6.779999993949429609e+02,2.600000182621666767e+01,nan,nan,nan
8.220000019929199198e+02,nan,nan,nan,nan,nan
5.400000019946081693e+02,6.559999980097122716e+02,1.160000022643181694e+02,nan,nan,nan
7.489999989031350651e+02,7.789999983802573524e+02,2.999999770241232255e+01,5.418301316937879086e+00,1.399999985085643994e-01,nan
7.830000004262802804e+02,nan,nan,4.953276337577568356e+00,nan,nan
7.905000035599815646e+02,nan,nan,5.540329498669224861e+00,nan,nan
7.839999992075952377e+02,nan,nan,5.227886707380906550e+00,nan,nan
7.810000028636504794e+02,nan,nan,5.380211228773402965e+00,nan,nan
7.715000021673192805e+02,nan,nan,5.037426497205749421e+00,nan,nan
7.764999960738939535e+02,nan,nan,5.575187847836225785e+00,nan,nan
7.710000027766617450e+02,nan,nan,5.334453744462565261e+00,nan,nan
7.680000002957973493e+02,nan,nan,5.480006960500612756e+00,nan,nan
7.744999985112640388e+02,nan,nan,4.986771730640550793e+00,nan,nan
7.795000046916779866e+02,nan,nan,5.550228326286302583e+00,nan,nan
7.730000003392916597e+02,nan,nan,5.346352970723448728e+00,nan,nan
7.705000033860043231e+02,nan,nan,5.419955738281278634e+00,nan,nan
7.739999991206066170e+02,7.910000018526312715e+02,1.699999945181404115e+01,5.281487899923195783e+00,6.599999773848481965e-02,nan
7.670000015144823919e+02,7.880000020518494921e+02,2.099999998919465583e+01,4.935003149653905297e+00,1.299999446851918261e-02,nan
7.920000017319539438e+02,8.079999978775631462e+02,1.599999815217264398e+01,5.282395491345592831e+00,9.199999899757047017e-02,nan
8.069999957255173513e+02,8.329999990635756149e+02,2.600000182621666767e+01,5.238297065729155655e+00,6.899999999386784155e-02,nan
8.930000013831553360e+02,nan,nan,4.791690647517495627e+00,nan,nan
8.049999981628874366e+02,8.259999966822535953e+02,2.099999998919465583e+01,5.291590832815698420e+00,7.700000600822258512e-02,nan
8.120000019059312990e+02,8.289999964830353747e+02,1.699999945181404115e+01,5.257438566712230532e+00,3.499999881628321208e-02,nan
7.939999992945838585e+02,8.079999978775631462e+02,1.400000021407481654e+01,5.431363745408379629e+00,1.600000013527397569e-01,nan
7.949999980758988158e+02,8.109999976783449256e+02,1.599999815217264398e+01,5.365487979415121345e+00,2.299999991156419510e-01,nan
7.930000005132689012e+02,8.079999978775631462e+02,1.500000151371621371e+01,5.416640526965771585e+00,2.099999993193945036e-01,nan
7.830000004262802804e+02,8.030000010557581618e+02,1.999999868955326576e+01,5.382017044169174369e+00,3.300000011448072090e-01,nan
7.539999989466293755e+02,7.800000011600159269e+02,2.600000182621666767e+01,5.376576967708972532e+00,1.100000003381571279e-01,nan
7.599999977714385295e+02,7.830000009607975926e+02,2.299999792729248327e+01,5.260071376369987561e+00,1.399999985085643994e-01,nan
7.549999977279442192e+02,7.819999981810391319e+02,2.699999846467310505e+01,5.146128045122186023e+00,3.300000011448072090e-01,nan
7.560000026461788138e+02,7.830000009607975926e+02,2.699999846467310505e+01,5.378397900869009263e+00,2.699999987081369013e-01,nan
6.569999997904924385e+02,6.719999997933794020e+02,1.500000151371621371e+01,5.204119974339991295e+00,1.699999997268995533e-01,nan
6.549999999265177166e+02,6.710000012828678564e+02,1.599999815217264398e+01,5.209515006664128478e+00,2.699999987081369013e-01,nan
6.560000002420625833e+02,6.710000012828678564e+02,1.500000151371621371e+01,5.152288333108639762e+00,1.900000000946334977e-01,nan
8.020000018189426783e+02,8.139999974791265913e+02,1.200000227597698910e+01,5.307496050197316961e+00,1.699999997268995533e-01,nan
8.039999993815724793e+02,8.169999972799083707e+02,1.299999891443341937e+01,5.274157855604376444e+00,1.100000003381571279e-01,nan
8.049999981628874366e+02,8.150000002588851657e+02,9.999999676694201867e+00,5.326335876039888895e+00,1.100000003381571279e-01,nan
7.990000054749978062e+02,8.109999976783449256e+02,1.200000227597698910e+01,5.152288333108639762e+00,2.299999991156419510e-01,nan
7.630000002523030389e+02,7.860000007615793720e+02,2.299999792729248327e+01,5.296665176860225976e+00,1.399999985085643994e-01,nan
7.610000026896731242e+02,7.929999988736544765e+02,3.200000030169511689e+01,5.161367988129087259e+00,1.100000003381571279e-01,nan
7.610000026896731242e+02,7.890000005623611514e+02,2.799999976431449511e+01,5.045322978491600274e+00,1.799999996250232770e-01,nan
7.610000026896731242e+02,7.899999990728726971e+02,2.900000106395589228e+01,5.307496050197316961e+00,1.499999999306520782e-01,nan
6.589999996544671603e+02,6.749999995941611814e+02,1.599999815217264398e+01,5.164352865474900689e+00,1.499999999306520782e-01,nan
6.569999997904924385e+02,6.729999983038910614e+02,1.599999815217264398e+01,5.093421691287040254e+00,2.200000007414821823e-01,nan
6.569999997904924385e+02,6.729999983038910614e+02,1.599999815217264398e+01,5.110589705719956299e+00,1.600000013527397569e-01,nan
6.929999996433825800e+02,8.019999982759997010e+02,1.090000001586058431e+02,4.612783864067936612e+00,1.999999973107957629e-02,nan
7.499999976844499088e+02,7.789999983802573524e+02,2.900000106395589228e+01,4.707570174664644114e+00,2.500000019598173084e-01,nan
7.100000004049552444e+02,8.049999980767813668e+02,9.500000060836615035e+01,4.643452675761552406e+00,1.000000440484763442e-02,nan
7.749999979019215743e+02,8.000000012549764961e+02,2.500000052657527760e+01,4.698970006279944656e+00,6.000000541943026344e-02,nan
6.680000000012471446e+02,6.740000010836496358e+02,5.999999139313587193e+00,4.544068029742815540e+00,6.000000541943026344e-02,nan
7.510000026026845035e+02,7.750000000689640274e+02,2.399999922693388044e+01,4.623249283230413731e+00,3.000000029743999375e-01,nan
6.220000002531471637e+02,6.749999995941611814e+02,5.299999962705463474e+01,4.716003336581931826e+00,4.999999790148684786e-02,nan
6.499999998830234063e+02,6.669999987023276162e+02,1.699999945181404115e+01,4.724275876118355200e+00,2.400000005377296297e-01,nan
6.100000026035286282e+02,6.729999983038910614e+02,6.299999980520993859e+01,4.672097855682842749e+00,4.000000257525490599e-02,nan
7.439999988596406411e+02,7.740000015584523680e+02,2.999999770241232255e+01,5.361727829728828887e+00,2.529999981193445935e-01,nan
7.489999989031350651e+02,7.800000011600159269e+02,3.099999900205371972e+01,5.361727829728828887e+00,2.580000018783162874e-01,nan
7.489999989031350651e+02,7.839999994713092519e+02,3.499999953943434150e+01,5.332438475379880138e+00,2.539999988711389434e-01,nan
7.499999976844499088e+02,7.809999996705274725e+02,3.099999900205371972e+01,5.361727829728828887e+00,2.549999996229332933e-01,nan
7.510000026026845035e+02,7.809999996705274725e+02,2.999999770241232255e+01,5.361727829728828887e+00,2.590000026301106373e-01,nan
7.470000013405051504e+02,7.779999998697458068e+02,3.099999900205371972e+01,5.361727829728828887e+00,2.469999997044342865e-01,nan
7.489999989031350651e+02,7.800000011600159269e+02,3.099999900205371972e+01,5.342422692086737257e+00,2.459999989526399367e-01,nan
7.399999975974612880e+02,7.680000019568889229e+02,2.799999976431449511e+01,5.227886707380906550e+00,1.299999970864767485e-01,nan
7.470000013405051504e+02,7.759999985794756867e+02,2.900000106395589228e+01,5.155336031102690342e+00,1.100000003381571279e-01,nan
7.470000013405051504e+02,7.759999985794756867e+02,2.900000106395589228e+01,5.037426497205749421e+00,7.999999607189411943e-02,nan
7.470000013405051504e+02,7.770000013592341475e+02,2.999999770241232255e+01,5.376576967708972532e+00,9.999999891606946301e-02,nan
7.499999976844499088e+02,7.770000013592341475e+02,2.699999846467310505e+01,5.190331707690690521e+00,9.099999824577613416e-02,nan
7.449999976409555984e+02,7.750000000689640274e+02,2.999999770241232255e+01,5.245512660225250201e+00,1.200000017602448066e-01,nan
7.449999976409555984e+02,7.750000000689640274e+02,2.999999770241232255e+01,5.271841622441675312e+00,8.999999749398178428e-02,nan
